recipient_name,canonical_vendor_name,vendor_id
ACUITY CONSULTING INC,ACUITY CONSULTING INC,V00327
ACUMED LLC,ACUMED LLC,V00328
ACUMEN BUILDING SOLUTIONS LLC,ACUMEN BUILDING SOLUTIONS LLC,V00329
"ACUMEN SOLUTIONS, INC.","ACUMEN SOLUTIONS, INC.",V00330
ACUSTAF DEVELOPMENT CORP,ACUSTAF DEVELOPMENT CORP,V00331
ACUTE MEDICAL GAS SERVICES INC,ACUTE MEDICAL GAS SERVICES INC,V00332
AD-TECH MEDICAL INSTRUMENT CORPORATION,AD-TECH MEDICAL INSTRUMENT CORPORATION,V00333
ADA TOTAL ACCESS INC,ADA TOTAL ACCESS INC,V00334
ADAM TETREAU,ADAM TETREAU,V00335
ADAM'S PEST CONTROL INC,ADAM'S PEST CONTROL INC,V00336
"ADAM'S SPECIALTY PRODUCTS, LLC","ADAM'S SPECIALTY PRODUCTS, LLC",V00337
ADAMS COUNTY MEMORIAL HOSPITAL,ADAMS COUNTY MEMORIAL HOSPITAL,V00338
ADAMS OUTDOOR ADVERTISING LIMITED PARTNERSHIP,ADAMS OUTDOOR ADVERTISING LIMITED PARTNERSHIP,V00339
ADAMS SUSAN M,ADAMS SUSAN M,V00340
ADAMSON SOLUTIONS LLC,ADAMSON SOLUTIONS LLC,V00341
ADAPTEC PROSTHETICS LLC,ADAPTEC PROSTHETICS LLC,V00342
ADAPTIVE BIOTECHNOLOGIES CORPORATION,ADAPTIVE BIOTECHNOLOGIES CORPORATION,V00343
"ADAPTIVE DRIVING ALLIANCE, LLC","ADAPTIVE DRIVING ALLIANCE, LLC",V00344
"ADAPTIVE DRIVING SOLUTIONS, INC.","ADAPTIVE DRIVING SOLUTIONS, INC.",V00345
"ADAPTIVE PROSTHETICS AND ORTHOTICS, LLC","ADAPTIVE PROSTHETICS AND ORTHOTICS, LLC",V00346
"ADAPTIVE TECHNOLOGIES, LLC","ADAPTIVE TECHNOLOGIES, LLC",V00347
"ADAPTIVE TECHNOLOGY RESOURCES, INC.",ADAPTIVE TECH RESOURCES,V00348
ADAPTIVE TECH RESOURCES,ADAPTIVE TECH RESOURCES,V00348
ADAPTIVE TESTING TECHNOLOGIES INC,ADAPTIVE TESTING TECHNOLOGIES INC,V00349
"ADAPTIVE VANS, INC.","ADAPTIVE VANS, INC.",V00350
"ADAPTIVEVETS SOLUTIONS, INC","ADAPTIVEVETS SOLUTIONS, INC",V00351
"ADCO COMPANIES, LTD.","ADCO COMPANIES, LTD.",V00352
"ADCO MEDICAL SUPPLIERS, LLC","ADCO MEDICAL SUPPLIERS, LLC",V00353
ADE INDUSTRIES INC,ADE INDUSTRIES INC,V00354
ADENA HEALTH SYSTEM,ADENA HEALTH SYSTEM,V00355
ADEPT PATRIOT SERVICES LLC,ADEPT PATRIOT SERVICES LLC,V00356
ADIGENI LLC,ADIGENI LLC,V00357
ADINSTRUMENTS INC,ADINSTRUMENTS INC,V00358
ADJ LOGISTICS & SUPPLY SERVICES LLC,ADJ LOGISTICS & SUPPLY SERVICES LLC,V00359
ADJUVANT/CAPITAL LLC,ADJUVANT/CAPITAL LLC,V00360
ADMERA HEALTH LLC,ADMERA HEALTH LLC,V00361
"ADMET, INC.","ADMET, INC.",V00362
ADMINISTRACION DE SERVICIOS DE SALUD MENTAL Y CONTRA LA ADICCION,ADMINISTRACION DE SERVICIOS DE SALUD MENTAL Y CONTRA LA ADICCION,V00363
"ADMIRAL ELEVATOR COMPANY, INC.","ADMIRAL ELEVATOR COMPANY, INC.",V00364
ADMIRALS EXPERIENCE INC,ADMIRALS EXPERIENCE INC,V00365
ADORAMA INC.,ADORAMA INC.,V00366
"ADSURGO, LLC","ADSURGO, LLC",V00367
"ADV-SOC, INC","ADV-SOC, INC",V00368
"ADVANCE DESIGN CONSULTANTS, INC.","ADVANCE DESIGN CONSULTANTS, INC.",V00369
"ADVANCED ORTHOTICS & PROSTHETICS, LLC",ADVANCED ORTHOPEDICS & PROSTHETICS INC,V00370
ADVANCED ORTHOPEDICS & PROSTHETICS INC,ADVANCED ORTHOPEDICS & PROSTHETICS INC,V00370
ADVANCE ORTHOTICS AND PROSTHETICS,ADVANCED ORTHOPEDICS & PROSTHETICS INC,V00370
"ADVANCE PEST CONCEPTS SERVICES, INC","ADVANCE PEST CONCEPTS SERVICES, INC",V00371
ADVANCED ACCELERATOR APPLICATIONS USA INC,ADVANCED ACCELERATOR APPLICATIONS USA INC,V00372
"ADVANCED BIOMECHANICS,INCORPORATED","ADVANCED BIOMECHANICS,INCORPORATED",V00373
"ADVANCED BIONICS, LLC","ADVANCED BIONICS, LLC",V00374
ADVANCED BRACE & LIMB INC,ADVANCED BRACE & LIMB INC,V00375
"ADVANCED CABLE SOLUTIONS, INC","ADVANCED CABLE SOLUTIONS, INC",V00376
"ADVANCED CELL DIAGNOSTICS, INC.","ADVANCED CELL DIAGNOSTICS, INC.",V00377
ADVANCED CONSTRUCTION SERVICES INC,ADVANCED CONSTRUCTION SERVICES INC,V00378
"ADVANCED COPY GROUP, INC","ADVANCED COPY GROUP, INC",V00379
ADVANCED CYCLOTRON SYSTEMS INC,ADVANCED CYCLOTRON SYSTEMS INC,V00380
"ADVANCED DENTAL LAB, INC.","ADVANCED DENTAL LAB, INC.",V00381
ADVANCED ENVIRONMENTAL SOLUTIONS INC,ADVANCED ENVIRONMENTAL SOLUTIONS INC,V00382
ADVANCED FILTRATION CONCEPTS INC,ADVANCED FILTRATION CONCEPTS INC,V00383
ADVANCED HEALTH INSTITUTE INC.,ADVANCED HEALTH INSTITUTE INC.,V00384
"ADVANCED HEALTHSTYLES FITNESS EQUIPMENT, INC.","ADVANCED HEALTHSTYLES FITNESS EQUIPMENT, INC.",V00385
ADVANCED IMAGES INC.,ADVANCED IMAGES INC.,V00386
"ADVANCED IMAGING MANAGEMENT, LLC","ADVANCED IMAGING MANAGEMENT, LLC",V00387
ADVANCED INSTRUMENTS LLC,ADVANCED INSTRUMENTS LLC,V00388
ADVANCED ISOTOPES OF MONTANA LLC,ADVANCED ISOTOPES OF MONTANA LLC,V00389
"ADVANCED LASER SERVICES, LLC","ADVANCED LASER SERVICES, LLC",V00390
"ADVANCED MANAGEMENT STRATEGIES GROUP, INC.","ADVANCED MANAGEMENT STRATEGIES GROUP, INC.",V00391
ADVANCED MATERIAL HANDLING LLC,ADVANCED MATERIAL HANDLING LLC,V00392
"ADVANCED MECHANICAL SERVICES, LLC","ADVANCED MECHANICAL SERVICES, LLC",V00393
"ADVANCED MEDICAL RESOURCES, LLC","ADVANCED MEDICAL RESOURCES, LLC",V00394
"ADVANCED MOBILITY & SHELTER TECHNOLOGIES, LLC","ADVANCED MOBILITY & SHELTER TECHNOLOGIES, LLC",V00395
"ADVANCED MOBILITY OF BEND, LLC","ADVANCED MOBILITY OF BEND, LLC",V00396
"ADVANCED MOTION CONTROL, INC","ADVANCED MOTION CONTROL, INC",V00397
ADVANCED NATIONWIDE SECURITY CORPORATION,ADVANCED NATIONWIDE SECURITY CORPORATION,V00398
"ADVANCED ORTHOPEDIC PRODUCTS & SERVICES, INC.","ADVANCED ORTHOPEDIC PRODUCTS & SERVICES, INC.",V00399
ADVANCED PROSTHETICS LLC,ADVANCED PROSTHETICS LLC,V00400
"ADVANCED PROSTHETICS AND ORTHOTICS, LLC","ADVANCED PROSTHETICS & ORTHOTICS, LLC",V00401
"ADVANCED PROSTHETICS & ORTHOTICS, LLC","ADVANCED PROSTHETICS & ORTHOTICS, LLC",V00401
"ADVANCE PROSTHETICS AND ORTHOTICS, INC","ADVANCED PROSTHETICS & ORTHOTICS, LLC",V00401
ADVANCED PROSTHETICS & ORTHOTICS INC,"ADVANCED PROSTHETICS & ORTHOTICS, LLC",V00401
ADVANCED PROSTHETICS AND ORTHOTICS LLC,"ADVANCED PROSTHETICS & ORTHOTICS, LLC",V00401
"ADVANCED PROSTHETICS AND ORTHOTICS OF THE PACIFIC, INC.","ADVANCED PROSTHETICS AND ORTHOTICS OF THE PACIFIC, INC.",V00402
"ADVANCED PROSTHETICS OF EASLEY, INC.","ADVANCED PROSTHETICS OF EASLEY, INC.",V00403
ADVANCED RADIATION PHYSICS SERVICE INC,ADVANCED RADIATION PHYSICS SERVICE INC,V00404
"ADVANCED RESPIRATORY, INC.","ADVANCED RESPIRATORY, INC.",V00405
"ADVANCED SOLUTIONS, INC","ADVANCED SOLUTIONS, INC",V00406
"ADVANCED SOLUTIONS LIFE SCIENCES, LLC","ADVANCED SOLUTIONS LIFE SCIENCES, LLC",V00407
ADVANCED STERILIZATION PRODUCTS SERVICES INC.,ADVANCED STERILIZATION PRODUCTS SERVICES INC.,V00408
"ADVANCED STORAGE & RETRIEVAL SYSTEMS, INC.","ADVANCED STORAGE & RETRIEVAL SYSTEMS, INC.",V00409
ADVANCED SURGICAL SERVICES LLC,ADVANCED SURGICAL SERVICES LLC,V00410
"ADVANCED SURVEY DESIGN, LLC","ADVANCED SURVEY DESIGN, LLC",V00411
ADVANCED SUSTAINABLE ENGINEERED SOLUTIONS LLC,ADVANCED SUSTAINABLE ENGINEERED SOLUTIONS LLC,V00412
ADVANCED TECHNOLOGY CONSTRUCTION CORPORATION,ADVANCED TECHNOLOGY CONSTRUCTION CORPORATION,V00413
"ADVANCED TECHNOLOGY LEADERS, INC.","ADVANCED TECHNOLOGY LEADERS, INC.",V00414
"ADVANCED TECHNOLOGY LOGISTICS, INC.","ADVANCED TECHNOLOGY LOGISTICS, INC.",V00415
ADVANCED TESTING SERVICES,ADVANCED TESTING SERVICES,V00416
ADVANCED WATER TECHNOLOGIES INC,ADVANCED WATER TECHNOLOGIES INC,V00417
ADVANT-EDGE SOLUTIONS OF MIDDLE ATLANTIC INC,ADVANT-EDGE SOLUTIONS OF MIDDLE ATLANTIC INC,V00418
ADVANTAGE ACCESS AND MOBILITY LLC,ADVANTAGE ACCESS AND MOBILITY LLC,V00419
ADVANTAGE CARE EMS LLC,ADVANTAGE CARE EMS LLC,V00420
"ADVANTAGE PROSTHETICS & ORTHOTICS, INC.","ADVANTAGE PROSTHETICS & ORTHOTICS, INC.",V00421
"ADVANTAGE RESTAURANT REPAIR, INC","ADVANTAGE RESTAURANT REPAIR, INC",V00422
"ADVANTAGE TECHNOLOGIES, INC","ADVANTAGE TECHNOLOGIES, INC",V00423
"ADVANTECH, INC","ADVANTECH, INC",V00424
ADVETAGE SOLUTIONS LLC,ADVETAGE SOLUTIONS LLC,V00425
"ADVOCACY COUNSELING CENTER, LTD.","ADVOCACY COUNSELING CENTER, LTD.",V00426
ADVON CORPORATION,ADVON CORPORATION,V00427
ADZ ETC INC,ADZ ETC INC,V00428
AE MEDICAL TECHNOLOGIES INC,AE MEDICAL TECHNOLOGIES INC,V00429
AE WORKS LTD,AE WORKS LTD,V00430
AECM LLC,AECM LLC,V00431
"AECOM TECHNICAL SERVICES, INC.","AECOM TECHNICAL SERVICES, INC.",V00432
AEDIFICARE LLC,AEDIFICARE LLC,V00433
AEG GROUP INC,AEG GROUP INC,V00434
AEGIS BUSINESS SOLUTIONS LLC,AEGIS BUSINESS SOLUTIONS LLC,V00435
"AEGYS, LLC","AEGYS, LLC",V00436
"AEL, INC","AEL, INC",V00437
AEONRG LLC,AEONRG LLC,V00438
AEP ENERGY INC,AEP ENERGY INC,V00439
"AERO MOBILITY, INC.","AERO MOBILITY, INC.",V00440
"AEROCOM SYSTEMS, LLC","AEROCOM SYSTEMS, LLC",V00441
AEROSAGE LLC,AEROSAGE LLC,V00442
"AES, LLC","AES, LLC",V00443
"AES GROUP, INC.",AES GROUP INC,V00444
AES GROUP INC,AES GROUP INC,V00444
"AESTHETIC AUDIO SYSTEMS, INC.","AESTHETIC AUDIO SYSTEMS, INC.",V00445
AESTHETIC PROSTHETICS INC.,AESTHETIC PROSTHETICS INC.,V00446
AESUS DESIGN GROUP LLC,AESUS DESIGN GROUP LLC,V00447
AESYNT INCORPORATED,AESYNT INCORPORATED,V00448
"AETYPIC, INC.","AETYPIC, INC.",V00449
"AF&S PRODUCTS & SERVICES, INC.","AF&S PRODUCTS & SERVICES, INC.",V00450
AFA PROTECTIVE SYSTEMS INC,AFA PROTECTIVE SYSTEMS INC,V00451
A.F.C. INDUSTRIES INC.,A.F.C. INDUSTRIES INC.,V00452
AFCI-CCI JV ONE LLC,AFCI-CCI JV ONE LLC,V00453
AFCO LLC,AFCO LLC,V00454
"AFENA AEROSPACE, LLC","AFENA AEROSPACE, LLC",V00455
AFFILIATED STEAM EQUIPMENT COMPANY,AFFILIATED STEAM EQUIPMENT COMPANY,V00456
AFFIRMATIVE SOLUTIONS LLC,AFFIRMATIVE SOLUTIONS LLC,V00457
AFG GROUP INC.,AFG GROUP INC.,V00458
"AFI ORTHOTICS & PROSTHETICS, LLC","AFI ORTHOTICS & PROSTHETICS, LLC",V00459
"AFTER ACTION MEDICAL AND DENTAL SUPPLY, LLC","AFTER ACTION MEDICAL AND DENTAL SUPPLY, LLC",V00460
"AG MURRIETA SNF, LLC","AG MURRIETA SNF, LLC",V00461
"AGATE HOUSING AND SERVICES, INC.","AGATE HOUSING AND SERVICES, INC.",V00462
AGAWAM SOUTH REHAB AND NURSING LLC,AGAWAM SOUTH REHAB AND NURSING LLC,V00463
"AGENA BIOSCIENCE, INC.","AGENA BIOSCIENCE, INC.",V00464
AGFA HEALTHCARE CORPORATION,AGFA HEALTHCARE CORPORATION,V00465
AGFA US CORP,AGFA US CORP,V00466
AGGREKO LLC,"AGGREKO, LLC",V00467
"AGGREKO, LLC","AGGREKO, LLC",V00467
"AGI INTERNATIONAL, INC.","AGI INTERNATIONAL, INC.",V00468
AGILE NETWORK BUILDERS LLC,AGILE NETWORK BUILDERS LLC,V00469
AGILE RISING LLC,AGILE RISING LLC,V00470
"AGILE SIX APPLICATIONS, INC","AGILE SIX APPLICATIONS, INC",V00471
AGILE VECTOR LLC,AGILE VECTOR LLC,V00472
AGILENT TECHNOLOGIES INC,AGILENT TECHNOLOGIES INC,V00473
"AGILENT TECHNOLOGIES, INC.",AGILENT TECHNOLOGIES INC,V00473
AGILERANK LLC,AGILERANK LLC,V00474
AGILITI HEALTH INC,AGILITI HEALTH INC,V00475
AGILQUEST CORPORATION,AGILQUEST CORPORATION,V00476
AGP LLC,AGP LLC,V00477
"AGRA ENVIRONMENTAL SERVICE, INC.","AGRA ENVIRONMENTAL SERVICE, INC.",V00478
AGX INC,AGX INC,V00479
AHMET M ATLIG,AHMET M ATLIG,V00480
AI MEDICA INC,AI MEDICA INC,V00481
AIA TECHNOLOGIES LLC,AIA TECHNOLOGIES LLC,V00482
"AIDIN, INC.","AIDIN, INC.",V00483
"AILIFE DIAGNOSTICS, INC.","AILIFE DIAGNOSTICS, INC.",V00484
"AIMMUNE THERAPEUTICS, INC.","AIMMUNE THERAPEUTICS, INC.",V00485
"AINS, LLC","AINS, LLC",V00486
AINSWORTH SERVICES INC.,AINSWORTH SERVICES INC.,V00487
"AIR ACADEMY ASSOCIATES, LLC","AIR ACADEMY ASSOCIATES, LLC",V00488
AIR AMBULANCE SPECIALISTS INC,AIR AMBULANCE SPECIALISTS INC,V00489
AIR BALANCING ENGINEERS INC,AIR BALANCING ENGINEERS INC,V00490
AIR CAPITAL OFFICE MOVERS LLC,AIR CAPITAL OFFICE MOVERS LLC,V00491
"AIR COMMODITIES, INC.","AIR COMMODITIES, INC.",V00492
AIR COMPRESSOR WORKS INC,AIR COMPRESSOR WORKS INC,V00493
"AIR DESIGN SYSTEMS MEP, LLC","AIR DESIGN SYSTEMS MEP, LLC",V00494
AIR EMS INC,AIR EMS INC,V00495
"AIR EQUIPMENT CO., LLC","AIR EQUIPMENT CO., LLC",V00496
AIR FILTER SOLUTIONS INC,AIR FILTER SOLUTIONS INC,V00497
AIR FLO CLEANING SYSTEMS LLC,AIR FLO CLEANING SYSTEMS LLC,V00498
AIR FLOW SUPPLY INC,AIR FLOW SUPPLY INC,V00499
"AIR PLANNING, LLC","AIR PLANNING, LLC",V00500
"AIR PRODUCTS AND CHEMICALS, INC","AIR PRODUCTS AND CHEMICALS, INC",V00501
AIR QUALITY INNOVATIVE SOLUTIONS LLC,AIR QUALITY INNOVATIVE SOLUTIONS LLC,V00502
AIR SHELTERS USA LLC,AIR SHELTERS USA LLC,V00503
"AIR SYSTEMS, L.L.C.","AIR SYSTEMS, L.L.C.",V00504
AIR TREATMENT CORPORATION,AIR TREATMENT CORPORATION,V00505
AIRBORNE MEDICAL LLC,AIRBORNE MEDICAL LLC,V00506
"AIRBORNE MEDICAL DEPOT, LLC","AIRBORNE MEDICAL DEPOT, LLC",V00507
AIRGAS INC,AIRGAS INC,V00508
"AIRGAS USA, LLC","AIRGAS USA, LLC",V00509
AIRGAS USA LLC,"AIRGAS USA, LLC",V00509
AIRLINES REPORTING CORPORATION,AIRLINES REPORTING CORPORATION,V00510
"AIRMED INTERNATIONAL, LLC","AIRMED INTERNATIONAL, LLC",V00511
AIRMED RESPONSE LLC,AIRMED RESPONSE LLC,V00512
AIRTEX INC,AIRTEX INC,V00513
AIS SERVICE LLC,AIS SERVICE LLC,V00514
AIT PRODUCTS LLC,AIT PRODUCTS LLC,V00515
AITHERAS LLC,AITHERAS LLC,V00516
AJ COVENANT LLC,AJ COVENANT LLC,V00517
"AJ INDUSTRIES WEST, INC.","AJ INDUSTRIES WEST, INC.",V00518
AJANTA CONSULTING LLC,AJANTA CONSULTING LLC,V00519
"AKEA, INC.","AKEA, INC.",V00520
"AKEA DESIGN, INC.","AKEA DESIGN, INC.",V00521
"AKESOGEN, INC.","AKESOGEN, INC.",V00522
"AKLEEN HOOD RESTAURANT SERVICES, LLC","AKLEEN HOOD RESTAURANT SERVICES, LLC",V00523
"AKOYA BIOSCIENCES, INC","AKOYA BIOSCIENCES, INC",V00524
AKS INDUSTRIES INC,AKS INDUSTRIES INC,V00525
"AKYTECH CONSULTING, LLC","AKYTECH CONSULTING, LLC",V00526
AL J. SCHNEIDER COMPANY,AL J. SCHNEIDER COMPANY,V00527
"AL-TAR SERVICES, INC.","AL-TAR SERVICES, INC.",V00528
"ALABAMA ARTIFICIAL LIMB & ORTHOPEDIC SERVICE, INC.","ALABAMA ARTIFICIAL LIMB & ORTHOPEDIC SERVICE, INC.",V00529
ALABAMA ORTHOTICS & PROSTHETICS INC,ALABAMA ORTHOTICS & PROSTHETICS INC,V00530
ALABAMA POWER COMPANY,ALABAMA POWER COMPANY,V00531
ALABAMA STATE LAW ENFORCEMENT AGENCY,ALABAMA STATE LAW ENFORCEMENT AGENCY,V00532
ALACHUA COUNTY COALITION FOR THE HOMELESS & HUNGRY INC,ALACHUA COUNTY COALITION FOR THE HOMELESS & HUNGRY INC,V00533
ALACHUA FIRE EXTINGUISHER COMPANY,ALACHUA FIRE EXTINGUISHER COMPANY,V00534
ALADDIN INN,ALADDIN INN,V00535
ALADDIN TEMP-RITE LLC,ALADDIN TEMP-RITE LLC,V00536
"ALADDIN'S CARPET, INC.","ALADDIN'S CARPET, INC.",V00537
ALAL LLC,ALAL LLC,V00538
ALAM SHAMSUL,ALAM SHAMSUL,V00539
"ALAMO ASSISTIVE TECHNOLOGY, LLC","ALAMO ASSISTIVE TECHNOLOGY, LLC",V00540
"ALAMO CITY ENGINEERING SERVICES, INC.","ALAMO CITY ENGINEERING SERVICES, INC.",V00541
"ALAMO MUSIC CENTER, INC.","ALAMO MUSIC CENTER, INC.",V00542
ALARES LLC,ALARES LLC,V00543
ALARES CONSTRUCTION INC.,ALARES CONSTRUCTION INC.,V00544
ALARM AND COMMUNICATION TECHNOLOGIES INC,ALARM AND COMMUNICATION TECHNOLOGIES INC,V00545
"ALARMCO SECURITY SYSTEMS, INC.","ALARMCO SECURITY SYSTEMS, INC.",V00546
"ALASKA MEDICAL WASTE, LLC","ALASKA MEDICAL WASTE, LLC",V00547
ALASKA MOBILITY TRANSIT LLC,ALASKA MOBILITY TRANSIT LLC,V00548
ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,V00549
"ALBA BIOSCIENCE, INC.","ALBA BIOSCIENCE, INC.",V00550
"ALBAN TRACTOR, LLC","ALBAN TRACTOR, LLC",V00551
"ALBANY HOUSING COALITION, INC.","ALBANY HOUSING COALITION, INC.",V00552
ALBANY MEDICAL CENTER HOSPITAL,ALBANY MEDICAL CENTER HOSPITAL,V00553
ALBANY MEDICAL COLLEGE,ALBANY MEDICAL COLLEGE,V00554
"ALBERTVILLE HEALTHCARE CENTER, INC.","ALBERTVILLE HEALTHCARE CENTER, INC.",V00555
ALBIREO ENERGY LLC,ALBIREO ENERGY LLC,V00556
"ALBUQUERQUE HEIGHTS HEALTHCARE AND REHABILITATION CENTER, LLC","ALBUQUERQUE HEIGHTS HEALTHCARE AND REHABILITATION CENTER, LLC",V00557
ALBUQUERQUE OPTICAL LTD CO,ALBUQUERQUE OPTICAL LTD CO,V00558
"ALCAZAR TRADES, INC","ALCAZAR TRADES, INC",V00559
ALCHEMY ORTHOTICS & PROSTHETICS LLC,ALCHEMY ORTHOTICS & PROSTHETICS LLC,V00560
"ALCON LABORATORIES, INC.","ALCON LABORATORIES, INC.",V00561
"ALCON VISION, LLC","ALCON VISION, LLC",V00562
ALCOR SCIENTIFIC LLC,ALCOR SCIENTIFIC LLC,V00563
"ALCORN COUNTY LTC, LLC","ALCORN COUNTY LTC, LLC",V00564
"ALDEN - VALLEY RIDGE REHABILITATION AND HEALTH CARE CENTER, INC.","ALDEN - VALLEY RIDGE REHABILITATION AND HEALTH CARE CENTER, INC.",V00565
"ALDEN EQUIPMENT, INC.","ALDEN EQUIPMENT, INC.",V00566
ALDEN ESTATES OF COUNTRYSIDE INC,ALDEN ESTATES OF COUNTRYSIDE INC,V00567
"ALDEN ESTATES OF NAPERVILLE, INC.","ALDEN ESTATES OF NAPERVILLE, INC.",V00568
"ALDEN LINCOLN PARK REHABILITATION & HEALTH CARE CENTER, INC.","ALDEN LINCOLN PARK REHABILITATION & HEALTH CARE CENTER, INC.",V00569
"ALDEN LONG GROVE REHABILITATION AND HEALTH CARE CENTER, INC.","ALDEN LONG GROVE REHABILITATION AND HEALTH CARE CENTER, INC.",V00570
ALDEVRA LLC,ALDEVRA LLC,V00571
ALEGENT CREIGHTON CLINIC,ALEGENT CREIGHTON CLINIC,V00572
ALEGENT CREIGHTON HEALTH,ALEGENT CREIGHTON HEALTH,V00573
ALEKSEY AVERIN,ALEKSEY AVERIN,V00574
"ALERT AMBULANCE SERVICE, INC.","ALERT AMBULANCE SERVICE, INC.",V00575
"ALERT HOLDINGS GROUP, LLC","ALERT HOLDINGS GROUP, LLC",V00576
ALERTUS TECHNOLOGIES LLC,ALERTUS TECHNOLOGIES LLC,V00577
ALESIA ARCHITECTURE PC,ALESIA ARCHITECTURE PC,V00578
ALEX FIGUEIREDO INC,ALEX FIGUEIREDO INC,V00579
ALEXANDER CPA PLLC,ALEXANDER CPA PLLC,V00580
ALEXION PHARMACEUTICALS INC,ALEXION PHARMACEUTICALS INC,V00581
ALFRED WILLIAMS & CO,ALFRED WILLIAMS & CO,V00582
ALHAMBRA HEALTHCARE & REHABILITATION CENTER LLC,ALHAMBRA HEALTHCARE & REHABILITATION CENTER LLC,V00583
"ALISA KASMIR, CANINE ASSISTED SPIRITUAL CARE, LLC","ALISA KASMIR, CANINE ASSISTED SPIRITUAL CARE, LLC",V00584
ALIVEPROMO INC,ALIVEPROMO INC,V00585
ALKO ENTERPRISES INC,ALKO ENTERPRISES INC,V00586
ALKOTA OF KANSAS LLC,ALKOTA OF KANSAS LLC,V00587
ALL ABOUT EVENTS - JACKSONVILLE LLC,ALL ABOUT EVENTS - JACKSONVILLE LLC,V00588
ALL AMERICAN EQUIPMENT REPAIRS LLC,ALL AMERICAN EQUIPMENT REPAIRS LLC,V00589
ALL AMERICAN EXPRESS SOLUTIONS LLC,ALL AMERICAN EXPRESS SOLUTIONS LLC,V00590
ALL AMERICAN FIRE EQUIPMENT INC,ALL AMERICAN FIRE EQUIPMENT INC,V00591
"ALL AMERICAN MOBILITY, LLC","ALL AMERICAN MOBILITY, LLC",V00592
"ALL AMERICAN TRAILER CONNECTION ,INC.","ALL AMERICAN TRAILER CONNECTION ,INC.",V00593
"ALL CITY ENVIRONMENTAL SERVICES, INC.","ALL CITY ENVIRONMENTAL SERVICES, INC.",V00594
"ALL CLEAN OF IOWA, INC","ALL CLEAN OF IOWA, INC",V00595
"ALL ENERGY MANAGEMENT, INC","ALL ENERGY MANAGEMENT, INC",V00596
ALL FIBER & TILE CARPET CLEANING LLC,ALL FIBER & TILE CARPET CLEANING LLC,V00597
ALL HANDS FIRE EQUIPMENT LLC,ALL HANDS FIRE EQUIPMENT LLC,V00598
ALL IN EXPRESS INC,ALL IN EXPRESS INC,V00599
ALL IN SOLUTIONS LLC,ALL IN SOLUTIONS LLC,V00600
ALL MOBILITY PUERTO RICO INC,ALL MOBILITY PUERTO RICO INC,V00601
ALL MOBILITY SOLUTIONS LLC,ALL MOBILITY SOLUTIONS LLC,V00602
"ALL PHASE SERVICES, INC.","ALL PHASE SERVICES, INC.",V00603
"ALL POINTS LOGISTICS, LLC","ALL POINTS LOGISTICS, LLC",V00604
"ALL SERVICES CONTRACTING, LLC","ALL SERVICES CONTRACTING, LLC",V00605
"ALL SERVICES HVAC, LLC","ALL SERVICES HVAC, LLC",V00606
"ALL STATE COMMUNICATIONS, LLC","ALL STATE COMMUNICATIONS, LLC",V00607
"ALL TRAFFIC SOLUTIONS, INC.","ALL TRAFFIC SOLUTIONS, INC.",V00608
"ALL-MED, INC","ALL-MED, INC",V00609
ALL-TECH FUEL SYSTEMS LLC,ALL-TECH FUEL SYSTEMS LLC,V00610
ALLBRIDGE LLC,ALLBRIDGE LLC,V00611
"ALLCOM GLOBAL SERVICES, INC.","ALLCOM GLOBAL SERVICES, INC.",V00612
ALLEGHENY CEMETERY,ALLEGHENY CEMETERY,V00613
ALLEGIANCE GROUP LLC,ALLEGIANCE GROUP LLC,V00614
"ALLEGIANT HEALTHCARE OF PHOENIX, LLC","ALLEGIANT HEALTHCARE OF PHOENIX, LLC",V00615
ALLEGION ACCESS TECHNOLOGIES LLC,ALLEGION ACCESS TECHNOLOGIES LLC,V00616
ALLEN INTERACTIONS INC,ALLEN INTERACTIONS INC,V00617
"ALLEN ORTHOTICS AND PROSTHETICS, INC.","ALLEN ORTHOTICS AND PROSTHETICS, INC.",V00618
"ALLENTOWN, LLC","ALLENTOWN, LLC",V00619
"ALLENTOWN LIMB & BRACE, INC.","ALLENTOWN LIMB & BRACE, INC.",V00620
"ALLERGAN, INC.","ALLERGAN, INC.",V00621
ALLERGAN USA INC,ALLERGAN USA INC,V00622
"ALLEYMOR, INC.","ALLEYMOR, INC.",V00623
ALLI FABRICATION LLC,ALLI FABRICATION LLC,V00624
ALLIANCE CONSULTING GROUP SEVEN GENERATIONS AE JV LLC,ALLIANCE CONSULTING GROUP SEVEN GENERATIONS AE JV LLC,V00625
"ALLIANCE DESIGN & CONSTRUCTION, INC.","ALLIANCE DESIGN & CONSTRUCTION, INC.",V00626
ALLIANCE FOR NONPROFIT RESOURCES,ALLIANCE FOR NONPROFIT RESOURCES,V00627
ALLIANCE GROUP INC,ALLIANCE GROUP INC,V00628
ALLIANCE HEALTHCARE SERVICES,ALLIANCE HEALTHCARE SERVICES,V00629
ALLIANCE HEALTHCARE SYSTEMS LLC,ALLIANCE HEALTHCARE SYSTEMS LLC,V00630
ALLIANCE LAUNDRY SYSTEMS LLC,ALLIANCE LAUNDRY SYSTEMS LLC,V00631
ALLIANCE MEDICAL GAS,ALLIANCE MEDICAL GAS,V00632
